station_id,station_name,state_id,lat,lon,elevation_m
AMB4968,AIRQ_6017,,34.21991,-118.51887,
AMB4980,AIRQ_6031,,39.0188,-77.08223,
AMB4988,AIRQ_6039,,27.87119,-82.26179,
AMB5,AIRQ_10009,,39.14054,-121.58874,
AMB5005,AIRQ_6058,,25.63871,-80.3629,
AMB5020,AIRQ_6071,,42.92231,-85.68735,
AMB5027,AIRQ_6079,,39.71682,-75.4707,
AMB5030,AIRQ_6081,,28.90958,-81.20556,
AMB5034,AIRQ_6086,,34.09347,-117.65225,
AMB5061,AIRQ_6113,,41.56078,-87.17113,
AMB5063,AIRQ_6115,,40.51446,-74.23254,
AMB5071,AIRQ_6122,,40.06587,-75.00458,
AMB5072,AIRQ_6123,,40.0695,-75.01038,
AMB5077,AIRQ_6129,,44.15894,-94.01059,
AMB5082,AIRQ_6133,,30.01714,-97.88664,
AMB5094,AIRQ_6145,,30.51959,-87.88376,
AMB5095,AIRQ_6146,,37.59553,-122.40032,
AMB5096,AIRQ_6147,,37.10351,-76.41006,
AMB5097,AIRQ_6148,,32.80648,-96.80651,
AMB5120,AIRQ_6170,,28.25912,-81.31566,
AMB5123,AIRQ_6174,,38.46577,-121.35863,
AMB5137,AIRQ_6187,,37.63927,-77.48832,
AMB5157,AIRQ_6205,,40.75533,-73.83367,
AMB5163,AIRQ_6210,,34.11591,-118.21851,
AMB5192,AIRQ_6239,,37.66316,-77.54023,
AMB5203,AIRQ_6249,,34.15819,-119.16539,
AMB5265,AIRQ_6308,,30.44042,-91.14766,
AMB5662,AIRQ_6717,,38.9072,-75.49396,
AMB5805,AIRQ_6953,,34.19983,-118.32297,
AMB5811,AIRQ_6965,,33.80427,-84.26485,
AMB5822,AIRQ_6980,,39.22296,-76.88083,
AMB5824,AIRQ_6988,,39.41955,-77.45088,
AMB5828,AIRQ_6991,,40.43684,-79.99985,
AMB5857,AIRQ_7033,,32.49302,-94.36075,
AMB5907,AIRQ_7117,,42.90021,-78.69772,
AMB5930,AIRQ_7142,,36.01388,-115.11695,
AMB6002,AIRQ_7222,,40.85927,-81.48465,
AMB6041,AIRQ_7266,,36.02134,-115.27859,
AMB6061,AIRQ_7286,,37.93821,-122.34719,
AMB6071,AIRQ_7295,,37.97578,-120.36503,
AMB6104,AIRQ_7326,,36.08578,-115.18594,
AMB6232,AIRQ_7533,,41.92032,-87.96393,
AMB6309,AIRQ_7825,,37.34079,-85.36173,
AMB6326,AIRQ_7902,,37.69497,-122.13839,
AMB6388,AIRQ_8168,,32.82139,-96.80281,
AMB6462,AIRQ_8659,,36.07101,-115.24207,
AMB6465,AIRQ_8661,,41.79926,-72.55148,
AMB6466,AIRQ_8662,,36.10067,-115.18605,
AMB6488,AIRQ_8692,,35.96019,-85.05565,
AMB6489,AIRQ_8694,,32.62553,-96.90622,
AMB6498,AIRQ_8702,,40.07574,-75.15938,
AMB6499,AIRQ_8703,,40.03198,-75.10674,
AMB6506,AIRQ_8711,,33.3452,-96.58234,
AMB6516,AIRQ_8728,,38.99717,-76.90924,
AMB6522,AIRQ_8740,,33.83411,-117.93425,
AMB6532,AIRQ_8758,,39.97958,-76.75255,
AMB6535,AIRQ_8763,,38.16191,-121.69902,
AMB6555,AIRQ_8798,,39.96345,-75.59667,
AMB6572,AIRQ_8815,,36.01393,-115.207,
AMB6584,AIRQ_8832,,38.8043,-76.9776,
AMB6591,AIRQ_8844,,37.99027,-85.71045,
AMB6597,AIRQ_8861,,35.85064,-97.93226,
AMB6601,AIRQ_8868,,39.99976,-75.15373,
AMB6604,AIRQ_8874,,38.28603,-76.47776,
AMB6611,AIRQ_8891,,43.0351,-85.68984,
AMB6614,AIRQ_8894,,43.09107,-75.66159,
AMB6616,AIRQ_8896,,35.89609,-84.61083,
AMB6618,AIRQ_8899,,43.01058,-75.00479,
AMB6636,AIRQ_8923,,35.27864,-120.66264,
AMB6644,AIRQ_8937,,34.89241,-120.42585,
AMB6645,AIRQ_8938,,38.91779,-75.44301,
AMB6651,AIRQ_8948,,40.028,-76.22167,
AMB6657,AIRQ_8956,,40.03879,-74.91453,
AMB6674,AIRQ_8980,,34.58076,-118.09661,
AMB6675,AIRQ_8983,,36.73446,-119.72942,
AMB6698,AIRQ_9039,,37.7977,-121.21188,
AMB6716,AIRQ_9080,,39.13812,-94.19672,
AMB6717,AIRQ_9082,,43.19602,-77.59015,
AMB6720,AIRQ_9088,,37.39966,-94.70441,
AMB6733,AIRQ_9102,,31.31391,-94.72758,
AMB6740,AIRQ_9110,,38.93607,-76.94743,
AMB6760,AIRQ_9143,,36.12523,-115.22455,
AMB6767,AIRQ_9152,,34.07573,-118.37343,
AMB6787,AIRQ_9182,,36.42693,-84.9337,
AMB6814,AIRQ_9256,,38.00742,-121.89114,
AMB6818,AIRQ_9267,,40.0122,-75.13547,
AMB6822,AIRQ_9277,,38.94307,-95.25395,
AMB6823,AIRQ_9278,,43.03173,-89.40793,
AMB6845,AIRQ_9336,,32.95478,-96.8381,
AMB6847,AIRQ_9346,,40.41772,-91.40538,
AMB6855,AIRQ_9362,,43.18676,-89.23169,
AMB6866,AIRQ_9394,,43.19171,-89.4639,
AMB6868,AIRQ_9398,,34.08357,-118.34188,
AMB6876,AIRQ_9411,,33.90265,-118.09896,
AMB6901,AIRQ_9464,,34.08364,-118.36454,
AMB6906,AIRQ_9478,,32.86144,-97.31325,
AMB6910,AIRQ_9488,,43.25006,-83.78128,
AMB6916,AIRQ_9501,,36.1079,-115.29801,
AMB6917,AIRQ_9502,,34.64867,-120.45715,
AMB6925,AIRQ_9510,,35.62786,-120.69184,
AMB6930,AIRQ_9521,,34.02923,-118.49961,
AMB6939,AIRQ_9537,,40.46886,-86.10852,
AMB6949,AIRQ_9551,,41.58804,-81.50239,
AMB6953,AIRQ_9555,,34.03639,-84.62474,
AMB6955,AIRQ_9559,,38.78861,-77.51371,
AMB6981,AIRQ_9612,,40.44575,-99.37943,
AMB6988,AIRQ_9630,,34.09176,-117.90795,
AMB6997,AIRQ_9648,,37.20991,-93.34783,
AMB6999,AIRQ_9653,,36.71596,-76.23732,
AMB7009,AIRQ_9673,,39.37097,-76.5675,
AMB7010,AIRQ_9674,,45.10796,-87.61692,
AMB7015,AIRQ_9679,,37.37312,-121.84565,
AMB7034,AIRQ_9702,,41.67255,-86.31807,
AMB7036,AIRQ_9704,,39.8229,-76.99782,
AMB7042,AIRQ_9714,,38.772,-77.13637,
AMB7053,AIRQ_9725,,39.0447,-94.35089,
AMB7068,AIRQ_9745,,41.23781,-81.80446,
AMB7077,AIRQ_9761,,36.14404,-115.26158,
AMB7082,AIRQ_9767,,44.53004,-88.06169,
AMB7086,AIRQ_9773,,35.33864,-119.04678,
AMB7089,AIRQ_9779,,34.20125,-118.5914,
AMB7101,AIRQ_9801,,38.96195,-122.63295,
AMB7107,AIRQ_9811,,39.5757,-76.98257,
AMB7108,AIRQ_9816,,34.0487,-118.24051,
AMB7122,AIRQ_9849,,40.15569,-75.86379,
AMB7128,AIRQ_9855,,36.12888,-115.24454,
AMB7152,AIRQ_9899,,36.05192,-115.17152,
AMB7171,AIRQ_9932,,39.63866,-76.86695,
AMB7177,AIRQ_9942,,36.15731,-115.19418,
AMB7184,AIRQ_9951,,38.52529,-121.46503,
AMB7186,AIRQ_9957,,36.15946,-115.23454,
AMB7191,AIRQ_9967,,36.17752,-115.16133,
AMB7192,AIRQ_9968,,39.68087,-75.59017,
AMB7200,AIRQ_9979,,37.96209,-121.27273,
AMB7214,AIRQ_9998,,38.49675,-121.45814,
AN265,Essex,,39.31083,-76.47444,14.020800000000001
AN354,BLAIR STREET,,38.65645,-90.19855,138.9888
AN406,Burdens Creek,,35.8894,-78.8747,92.0496
AN430,Taft,,39.12886,-84.50404,257.86080000000004
AN631,Seattle-Beacon Hill,,47.56824,-122.30863,102.108
CQ036,Clovis-N Villa Avenue,,36.81944,-119.71667,85.95360000000001
CQ062,Vallejo,,38.1025,-122.23806,29.8704
CQ071,Santa Clarita-Placerita,,34.38361,-118.52556,374.904
CQ088,Reseda,,34.19917,-118.53278,226.16160000000002
CQ153,Anaheim-Pampas Ln,,33.83056,-117.93861,41.148
QCV,Copperview,,40.59806,-111.89417,1343.8632
QHV,Harrisville,,41.3028,-111.9883,1317.9552
