schema_version,run_id,date,size,k,region,selector,discovery,adapter_mode,event_count,candidate_count,selected_count,ingest_s,detect_s,discover_s,select_s,stream_s,total_s,bytes_in,bytes_out,records_in,records_out,scanned_cells,scanned_bytes,adapter_websocket_count,adapter_rest_count,adapter_csv_replay_count,status,error,prediction_file,cohort_file
v2,192,2025-01-27,681,9,usa,linear,ndp,websocket,1591,681,166,0.237336,7.546259,0.357982,0.821398,0.0,8.992935,33816290,1662,222264,166,9261,33816290,166,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-27_0000-1200_12h_usa.csv,sensors_681
v2,193,2025-01-28,681,9,usa,linear,ndp,websocket,1656,681,103,0.232302,7.79662,0.264394,0.836296,0.0,9.161289,33897747,1046,222264,103,9261,33897747,103,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-28_0000-1200_12h_usa.csv,sensors_681
v2,194,2025-01-29,681,9,usa,linear,ndp,websocket,2303,681,156,0.244664,7.542401,0.277783,1.259432,0.0,9.353942,33851585,1570,222264,156,9261,33851585,156,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-29_0000-1200_12h_usa.csv,sensors_681
v2,195,2025-01-30,681,9,usa,linear,ndp,websocket,2363,681,162,0.238722,7.549648,0.259257,1.196962,0.0,9.277986,33841736,1621,222264,162,9261,33841736,162,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-30_0000-1200_12h_usa.csv,sensors_681
v2,196,2025-01-31,681,9,usa,linear,ndp,websocket,2755,681,148,0.235974,7.534089,0.276516,1.404962,0.0,9.482469,33827677,1463,222264,148,9261,33827677,148,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-31_0000-1200_12h_usa.csv,sensors_681
v2,197,2025-01-13,681,12,usa,linear,ndp,websocket,767,681,110,0.2406,7.536927,0.262048,0.403751,0.0,8.473259,33843554,1104,222264,110,9261,33843554,110,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-13_0000-1200_12h_usa.csv,sensors_681
v2,198,2025-01-14,681,12,usa,linear,ndp,websocket,342,681,76,0.242987,7.449566,0.260817,0.174552,0.0,8.156637,33863445,790,222264,76,9261,33863445,76,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-14_0000-1200_12h_usa.csv,sensors_681
v2,199,2025-01-15,681,12,usa,linear,ndp,websocket,502,681,56,0.236415,7.405685,0.271387,0.260091,0.0,8.204407,33837884,588,222264,56,9261,33837884,56,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-15_0000-1200_12h_usa.csv,sensors_681
v2,200,2025-01-16,681,12,usa,linear,ndp,websocket,915,681,124,0.236706,7.465905,0.254502,0.462106,0.0,8.449725,33844510,1232,222264,124,9261,33844510,124,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-16_0000-1200_12h_usa.csv,sensors_681
v2,201,2025-01-17,681,12,usa,linear,ndp,websocket,481,681,61,0.239553,7.460639,0.251209,0.246218,0.0,8.227453,33843046,632,222264,61,9261,33843046,61,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-17_0000-1200_12h_usa.csv,sensors_681
v2,202,2025-01-21,681,12,usa,linear,ndp,websocket,524,681,59,0.232412,7.431673,0.267137,0.265641,0.0,8.229729,33797579,603,222264,59,9261,33797579,59,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-21_0000-1200_12h_usa.csv,sensors_681
v2,203,2025-01-22,681,12,usa,linear,ndp,websocket,792,681,34,0.22451,7.523915,0.492214,0.437777,0.0,8.707545,33772893,354,222264,34,9261,33772893,34,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-22_0000-1200_12h_usa.csv,sensors_681
v2,204,2025-01-23,681,12,usa,linear,ndp,websocket,1077,681,105,0.245846,7.534746,0.259377,0.544787,0.0,8.616087,33828575,1051,222264,105,9261,33828575,105,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-23_0000-1200_12h_usa.csv,sensors_681
v2,205,2025-01-24,681,12,usa,linear,ndp,websocket,582,681,60,0.236692,7.552776,0.264896,0.297036,0.0,8.383672,33793996,608,222264,60,9261,33793996,60,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-24_0000-1200_12h_usa.csv,sensors_681
v2,206,2025-01-27,681,12,usa,linear,ndp,websocket,880,681,135,0.240266,7.344291,0.269555,0.453956,0.0,8.338861,33816290,1351,222264,135,9261,33816290,135,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-27_0000-1200_12h_usa.csv,sensors_681
v2,207,2025-01-28,681,12,usa,linear,ndp,websocket,798,681,69,0.238451,7.585486,0.276301,0.430898,0.0,8.561048,33897747,715,222264,69,9261,33897747,69,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-28_0000-1200_12h_usa.csv,sensors_681
v2,208,2025-01-29,681,12,usa,linear,ndp,websocket,1376,681,125,0.260447,7.651423,0.26487,0.703196,0.0,8.911062,33851585,1267,222264,125,9261,33851585,125,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-29_0000-1200_12h_usa.csv,sensors_681
v2,209,2025-01-30,681,12,usa,linear,ndp,websocket,881,681,102,0.238307,7.615816,0.270785,0.453668,0.0,8.609056,33841736,1035,222264,102,9261,33841736,102,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-30_0000-1200_12h_usa.csv,sensors_681
v2,210,2025-01-31,681,12,usa,linear,ndp,websocket,945,681,83,0.234645,7.595388,0.271089,0.478538,0.0,8.610699,33827677,844,222264,83,9261,33827677,83,0,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-31_0000-1200_12h_usa.csv,sensors_681
v2,211,2025-01-13,1000,1,usa,linear,ndp,"rest,websocket",5346,1000,383,0.267781,7.558992,0.419646,3.998572,0.0,12.278983,33843554,3246,222264,383,9261,33843554,383,383,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-13_0000-1200_12h_usa.csv,sensors_1000
v2,212,2025-01-14,1000,1,usa,linear,ndp,"rest,websocket",3898,1000,356,0.239867,7.66993,0.481385,2.984437,0.0,11.408043,33863445,3036,222264,356,9261,33863445,356,356,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-14_0000-1200_12h_usa.csv,sensors_1000
v2,213,2025-01-15,1000,1,usa,linear,ndp,"rest,websocket",5241,1000,371,0.237195,7.468493,0.37329,3.945009,0.0,12.054226,33837884,3139,222264,371,9261,33837884,371,371,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-15_0000-1200_12h_usa.csv,sensors_1000
v2,214,2025-01-16,1000,1,usa,linear,ndp,"rest,websocket",7376,1000,494,0.242955,7.553577,0.380466,5.480409,0.0,13.689304,33844510,4145,222264,494,9261,33844510,494,494,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-16_0000-1200_12h_usa.csv,sensors_1000
v2,215,2025-01-17,1000,1,usa,linear,ndp,"rest,websocket",6806,1000,433,0.238209,7.649632,0.379219,5.15712,0.0,13.456773,33843046,3661,222264,433,9261,33843046,433,433,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-17_0000-1200_12h_usa.csv,sensors_1000
v2,216,2025-01-21,1000,1,usa,linear,ndp,"rest,websocket",4429,1000,271,0.245229,7.506793,0.362465,3.281411,0.0,11.429894,33797579,2285,222264,271,9261,33797579,271,271,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-21_0000-1200_12h_usa.csv,sensors_1000
v2,217,2025-01-22,1000,1,usa,linear,ndp,"rest,websocket",6751,1000,436,0.256984,7.421619,0.383157,5.077376,0.0,13.171456,33772893,3625,222264,436,9261,33772893,436,436,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-22_0000-1200_12h_usa.csv,sensors_1000
v2,218,2025-01-23,1000,1,usa,linear,ndp,"rest,websocket",5251,1000,350,0.240369,7.595255,0.46853,3.905851,0.0,12.244038,33828575,2950,222264,350,9261,33828575,350,350,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-23_0000-1200_12h_usa.csv,sensors_1000
v2,219,2025-01-24,1000,1,usa,linear,ndp,"rest,websocket",5626,1000,380,0.23468,7.441652,0.363342,4.231369,0.0,12.303612,33793996,3219,222264,380,9261,33793996,380,380,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-24_0000-1200_12h_usa.csv,sensors_1000
v2,220,2025-01-27,1000,1,usa,linear,ndp,"rest,websocket",5824,1000,444,0.248863,7.980874,0.397194,4.465948,0.0,13.126647,33816290,3756,222264,444,9261,33816290,444,444,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-27_0000-1200_12h_usa.csv,sensors_1000
v2,221,2025-01-28,1000,1,usa,linear,ndp,"rest,websocket",8033,1000,400,0.254378,7.774952,0.375442,6.237564,0.0,14.676441,33897747,3409,222264,400,9261,33897747,400,400,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-28_0000-1200_12h_usa.csv,sensors_1000
v2,222,2025-01-29,1000,1,usa,linear,ndp,"rest,websocket",7098,1000,426,0.237167,7.663786,0.385875,5.410152,0.0,13.731723,33851585,3635,222264,426,9261,33851585,426,426,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-29_0000-1200_12h_usa.csv,sensors_1000
v2,223,2025-01-30,1000,1,usa,linear,ndp,"rest,websocket",6938,1000,454,0.245635,7.63324,0.375171,5.240571,0.0,13.527179,33841736,3867,222264,454,9261,33841736,454,454,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-30_0000-1200_12h_usa.csv,sensors_1000
v2,224,2025-01-31,1000,1,usa,linear,ndp,"rest,websocket",8698,1000,500,0.238532,7.671409,0.38162,6.528685,0.0,14.852623,33827677,4228,222264,500,9261,33827677,500,500,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-31_0000-1200_12h_usa.csv,sensors_1000
v2,225,2025-01-13,1000,3,usa,linear,ndp,"rest,websocket",3649,1000,333,0.241497,7.540601,0.39325,2.728814,0.0,10.937717,33843554,2830,222264,333,9261,33843554,333,333,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-13_0000-1200_12h_usa.csv,sensors_1000
v2,226,2025-01-14,1000,3,usa,linear,ndp,"rest,websocket",2785,1000,319,0.228783,7.38447,0.364242,2.082164,0.0,10.091503,33863445,2738,222264,319,9261,33863445,319,319,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-14_0000-1200_12h_usa.csv,sensors_1000
v2,227,2025-01-15,1000,3,usa,linear,ndp,"rest,websocket",3626,1000,302,0.218937,7.51486,0.385428,2.7591,0.0,10.910649,33837884,2561,222264,302,9261,33837884,302,302,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-15_0000-1200_12h_usa.csv,sensors_1000
v2,228,2025-01-16,1000,3,usa,linear,ndp,"rest,websocket",5385,1000,448,0.235665,7.458144,0.362831,4.048365,0.0,12.137832,33844510,3756,222264,448,9261,33844510,448,448,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-16_0000-1200_12h_usa.csv,sensors_1000
v2,229,2025-01-17,1000,3,usa,linear,ndp,"rest,websocket",4463,1000,352,0.238842,7.507612,0.36557,3.403873,0.0,11.548938,33843046,2987,222264,352,9261,33843046,352,352,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-17_0000-1200_12h_usa.csv,sensors_1000
v2,230,2025-01-21,1000,3,usa,linear,ndp,"rest,websocket",3204,1000,241,0.264538,7.54455,0.385426,2.459609,0.0,10.689479,33797579,2035,222264,241,9261,33797579,241,241,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-21_0000-1200_12h_usa.csv,sensors_1000
v2,231,2025-01-22,1000,3,usa,linear,ndp,"rest,websocket",4551,1000,354,0.251977,7.559824,0.474392,3.436288,0.0,11.754614,33772893,2941,222264,354,9261,33772893,354,354,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-22_0000-1200_12h_usa.csv,sensors_1000
v2,232,2025-01-23,1000,3,usa,linear,ndp,"rest,websocket",3887,1000,317,0.237539,7.352505,0.368969,2.96446,0.0,10.959272,33828575,2672,222264,317,9261,33828575,317,317,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-23_0000-1200_12h_usa.csv,sensors_1000
v2,233,2025-01-24,1000,3,usa,linear,ndp,"rest,websocket",3868,1000,326,0.235519,7.340892,0.48853,2.961961,0.0,11.059213,33793996,2768,222264,326,9261,33793996,326,326,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-24_0000-1200_12h_usa.csv,sensors_1000
v2,234,2025-01-27,1000,3,usa,linear,ndp,"rest,websocket",3497,1000,385,0.259166,7.411338,0.403489,2.611596,0.0,10.716843,33816290,3265,222264,385,9261,33816290,385,385,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-27_0000-1200_12h_usa.csv,sensors_1000
v2,235,2025-01-28,1000,3,usa,linear,ndp,"rest,websocket",5393,1000,325,0.239266,7.734751,0.405735,4.158801,0.0,12.571752,33897747,2773,222264,325,9261,33897747,325,325,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-28_0000-1200_12h_usa.csv,sensors_1000
v2,236,2025-01-29,1000,3,usa,linear,ndp,"rest,websocket",5008,1000,372,0.240296,7.466995,0.370071,3.812686,0.0,11.923989,33851585,3178,222264,372,9261,33851585,372,372,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-29_0000-1200_12h_usa.csv,sensors_1000
v2,237,2025-01-30,1000,3,usa,linear,ndp,"rest,websocket",4989,1000,391,0.235919,7.552113,0.387922,3.74141,0.0,11.949795,33841736,3340,222264,391,9261,33841736,391,391,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-30_0000-1200_12h_usa.csv,sensors_1000
v2,238,2025-01-31,1000,3,usa,linear,ndp,"rest,websocket",6287,1000,416,0.239737,7.479381,0.38877,4.792789,0.0,12.93366,33827677,3519,222264,416,9261,33827677,416,416,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-31_0000-1200_12h_usa.csv,sensors_1000
v2,239,2025-01-13,1000,6,usa,linear,ndp,"rest,websocket",2610,1000,286,0.240245,7.612979,0.370293,1.936489,0.0,10.190629,33843554,2441,222264,286,9261,33843554,286,286,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-13_0000-1200_12h_usa.csv,sensors_1000
v2,240,2025-01-14,1000,6,usa,linear,ndp,"rest,websocket",1804,1000,254,0.220298,7.549203,0.377486,1.322779,0.0,9.502128,33863445,2205,222264,254,9261,33863445,254,254,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-14_0000-1200_12h_usa.csv,sensors_1000
v2,241,2025-01-15,1000,6,usa,linear,ndp,"rest,websocket",2387,1000,238,0.235336,7.303937,0.389604,1.856791,0.0,9.816323,33837884,2036,222264,238,9261,33837884,238,238,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-15_0000-1200_12h_usa.csv,sensors_1000
v2,242,2025-01-16,1000,6,usa,linear,ndp,"rest,websocket",3611,1000,389,0.237584,7.386968,0.365316,2.707851,0.0,10.727939,33844510,3268,222264,389,9261,33844510,389,389,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-16_0000-1200_12h_usa.csv,sensors_1000
v2,243,2025-01-17,1000,6,usa,linear,ndp,"rest,websocket",2574,1000,248,0.261501,7.422995,0.364453,1.92375,0.0,10.004582,33843046,2120,222264,248,9261,33843046,248,248,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-17_0000-1200_12h_usa.csv,sensors_1000
v2,244,2025-01-21,1000,6,usa,linear,ndp,"rest,websocket",2297,1000,209,0.245493,7.629169,0.379793,1.800578,0.0,10.089548,33797579,1769,222264,209,9261,33797579,209,209,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-21_0000-1200_12h_usa.csv,sensors_1000
v2,245,2025-01-22,1000,6,usa,linear,ndp,"rest,websocket",2911,1000,266,0.253793,7.576292,0.552082,2.163819,0.0,10.579347,33772893,2211,222264,266,9261,33772893,266,266,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-22_0000-1200_12h_usa.csv,sensors_1000
v2,246,2025-01-23,1000,6,usa,linear,ndp,"rest,websocket",2837,1000,278,0.239062,7.590973,0.444291,2.139431,0.0,10.452197,33828575,2347,222264,278,9261,33828575,278,278,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-23_0000-1200_12h_usa.csv,sensors_1000
v2,247,2025-01-24,1000,6,usa,linear,ndp,"rest,websocket",2524,1000,257,0.240363,7.510149,0.550224,1.921721,0.0,10.25243,33793996,2195,222264,257,9261,33793996,257,257,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-24_0000-1200_12h_usa.csv,sensors_1000
v2,248,2025-01-27,1000,6,usa,linear,ndp,"rest,websocket",2552,1000,332,0.235874,7.527428,0.40174,1.945993,0.0,10.143834,33816290,2824,222264,332,9261,33816290,332,332,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-27_0000-1200_12h_usa.csv,sensors_1000
v2,249,2025-01-28,1000,6,usa,linear,ndp,"rest,websocket",3171,1000,260,0.238062,7.451323,0.401281,2.379639,0.0,10.50272,33897747,2226,222264,260,9261,33897747,260,260,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-28_0000-1200_12h_usa.csv,sensors_1000
v2,250,2025-01-29,1000,6,usa,linear,ndp,"rest,websocket",3439,1000,307,0.237297,7.555984,0.398044,2.608176,0.0,10.832638,33851585,2638,222264,307,9261,33851585,307,307,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-29_0000-1200_12h_usa.csv,sensors_1000
v2,251,2025-01-30,1000,6,usa,linear,ndp,"rest,websocket",3679,1000,327,0.236131,7.53102,0.385459,2.788161,0.0,10.970932,33841736,2806,222264,327,9261,33841736,327,327,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-30_0000-1200_12h_usa.csv,sensors_1000
v2,252,2025-01-31,1000,6,usa,linear,ndp,"rest,websocket",4447,1000,324,0.239644,7.778673,0.420005,3.500957,0.0,11.971807,33827677,2748,222264,324,9261,33827677,324,324,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-31_0000-1200_12h_usa.csv,sensors_1000
v2,253,2025-01-13,1000,9,usa,linear,ndp,"rest,websocket",1637,1000,235,0.240498,7.363857,0.381358,1.218898,0.0,9.236985,33843554,2020,222264,235,9261,33843554,235,235,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-13_0000-1200_12h_usa.csv,sensors_1000
v2,254,2025-01-14,1000,9,usa,linear,ndp,"rest,websocket",1047,1000,178,0.234703,7.585538,0.370496,0.788848,0.0,9.011541,33863445,1562,222264,178,9261,33863445,178,178,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-14_0000-1200_12h_usa.csv,sensors_1000
v2,255,2025-01-15,1000,9,usa,linear,ndp,"rest,websocket",1113,1000,143,0.238558,7.731876,0.40198,0.846955,0.0,9.251221,33837884,1257,222264,143,9261,33837884,143,143,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-15_0000-1200_12h_usa.csv,sensors_1000
v2,256,2025-01-16,1000,9,usa,linear,ndp,"rest,websocket",2060,1000,308,0.233538,7.802114,0.543258,1.543074,0.0,10.151391,33844510,2595,222264,308,9261,33844510,308,308,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-16_0000-1200_12h_usa.csv,sensors_1000
v2,257,2025-01-17,1000,9,usa,linear,ndp,"rest,websocket",1350,1000,183,0.236693,7.812679,0.396551,1.053683,0.0,9.531695,33843046,1586,222264,183,9261,33843046,183,183,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-17_0000-1200_12h_usa.csv,sensors_1000
v2,258,2025-01-21,1000,9,usa,linear,ndp,"rest,websocket",1561,1000,175,0.25474,7.799973,0.395672,1.141947,0.0,9.628135,33797579,1492,222264,175,9261,33797579,175,175,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-21_0000-1200_12h_usa.csv,sensors_1000
v2,259,2025-01-22,1000,9,usa,linear,ndp,"rest,websocket",1714,1000,186,0.239442,8.047603,0.640173,1.284386,0.0,10.24134,33772893,1551,222264,186,9261,33772893,186,186,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-22_0000-1200_12h_usa.csv,sensors_1000
v2,260,2025-01-23,1000,9,usa,linear,ndp,"rest,websocket",1843,1000,244,0.236787,7.489884,0.454892,1.388655,0.0,9.601064,33828575,2061,222264,244,9261,33828575,244,244,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-23_0000-1200_12h_usa.csv,sensors_1000
v2,261,2025-01-24,1000,9,usa,linear,ndp,"rest,websocket",1255,1000,176,0.248975,7.537751,0.386337,0.954545,0.0,9.169799,33793996,1518,222264,176,9261,33793996,176,176,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-24_0000-1200_12h_usa.csv,sensors_1000
v2,262,2025-01-27,1000,9,usa,linear,ndp,"rest,websocket",1591,1000,274,0.24733,8.020585,0.401161,1.246381,0.0,9.9478,33816290,2334,222264,274,9261,33816290,274,274,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-27_0000-1200_12h_usa.csv,sensors_1000
v2,263,2025-01-28,1000,9,usa,linear,ndp,"rest,websocket",1656,1000,164,0.247601,7.627755,0.360813,1.266422,0.0,9.535271,33897747,1415,222264,164,9261,33897747,164,164,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-28_0000-1200_12h_usa.csv,sensors_1000
v2,264,2025-01-29,1000,9,usa,linear,ndp,"rest,websocket",2303,1000,240,0.239797,7.731695,0.364703,1.727273,0.0,10.093984,33851585,2082,222264,240,9261,33851585,240,240,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-29_0000-1200_12h_usa.csv,sensors_1000
v2,265,2025-01-30,1000,9,usa,linear,ndp,"rest,websocket",2363,1000,266,0.241463,7.680232,0.373873,1.818258,0.0,10.143491,33841736,2298,222264,266,9261,33841736,266,266,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-30_0000-1200_12h_usa.csv,sensors_1000
v2,266,2025-01-31,1000,9,usa,linear,ndp,"rest,websocket",2755,1000,231,0.253063,7.764558,0.369509,2.044732,0.0,10.463893,33827677,1955,222264,231,9261,33827677,231,231,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-31_0000-1200_12h_usa.csv,sensors_1000
v2,267,2025-01-13,1000,12,usa,linear,ndp,"rest,websocket",767,1000,154,0.238071,7.863145,0.363148,0.597975,0.0,9.094719,33843554,1339,222264,154,9261,33843554,154,154,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-13_0000-1200_12h_usa.csv,sensors_1000
v2,268,2025-01-14,1000,12,usa,linear,ndp,"rest,websocket",342,1000,96,0.239689,7.56465,0.408519,0.256479,0.0,8.501934,33863445,858,222264,96,9261,33863445,96,96,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-14_0000-1200_12h_usa.csv,sensors_1000
v2,269,2025-01-15,1000,12,usa,linear,ndp,"rest,websocket",502,1000,84,0.243313,7.546836,0.422368,0.378147,0.0,8.623581,33837884,758,222264,84,9261,33837884,84,84,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-15_0000-1200_12h_usa.csv,sensors_1000
v2,270,2025-01-16,1000,12,usa,linear,ndp,"rest,websocket",915,1000,212,0.278168,7.449347,0.387204,0.702697,0.0,8.851104,33844510,1800,222264,212,9261,33844510,212,212,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-16_0000-1200_12h_usa.csv,sensors_1000
v2,271,2025-01-17,1000,12,usa,linear,ndp,"rest,websocket",481,1000,92,0.244084,7.546909,0.36978,0.359469,0.0,8.552947,33843046,828,222264,92,9261,33843046,92,92,0,done,,/uufs/chpc.utah.edu/common/home/u1494915/stream-simulation-ebus/data/processed/predictions/2025-01-17_0000-1200_12h_usa.csv,sensors_1000
